url,product_name,product_code,sku,price,availability,product_quantity,description,status
https://globepestsolutions.com.au/multi-catch-mouse-trap-complete-with-2-mouse-snap-traps,Multi Catch Mouse Trap (complete with 2 Mouse Snap Traps),,,,Availability:In stockAdd to Wish List,,A high profile heavy-gauge galvanised steel multi-catch mouse trap which is able to hold up to 30 mice before resetting.This trap is deep enough to hold mouse traps and comes complete with 2 traps. Id...,success
https://globepestsolutions.com.au/gel-bait-applicator-gun,Gel Bait Applicator Gun,,,,Availability:In stockAdd to Wish List,,"Gel Bait Applicator Guns are designed to help you apply cockroach baits and ant baits with precision, efficacy and ease. Built with a robust and ergonomic design, this gel bait applicator gun is the i...",success
https://globepestsolutions.com.au/starkey-glue-boards-pk10,Starkey Glue Boards (Pk10),,,,Availability:In stockAdd to Wish List,,"Starkeys Glue Boards are designed for the monitoring of flying insects within UV fly trap units.The glue is totally UV protective and will not melt, run or drip under normal UV rays or heat.These non-...",success
https://globepestsolutions.com.au/shatterproof-15w-black-light-tube,Shatterproof 15W Black Light Tube,,,,Availability:In stockAdd to Wish List,,A replacement 15W shatterproof black light tube for use with electric fly zappers and glueboard units. This light tube features an optimised spectrum to attract bugs and houseflies.,success
https://globepestsolutions.com.au/protecta-lp-rtu-bait-station-key,Protecta LP/RTU Bait Station Key,,,,Availability:In stockAdd to Wish List,,"TheProtecta LP/RTU Bait Station Keyis designed to unlock a range of bait stations, including theProtecta Mouse Bait Station,Protecta Mouse RTU,Protecta LP Rat Bait Station, and theProtecta Landscape a...",success
https://globepestsolutions.com.au/protecta-evo-plastic-key,Protecta Evo Plastic Key for Rodent Bait Stations,,,,Availability:In stockAdd to Wish List,,The Protecta Evo Plastic Bait Station Key is designed to open and service Bell Laboratories' range of Protecta Shield Rodent Bait Stations quickly and securely.,success
https://globepestsolutions.com.au/sentricon-in-ground-ig-always-active-refill-termiticide-rod-150g,Sentricon In Ground (IG) Always Active Refill Termiticide Rod 150g,,,,Availability:In stockAdd to Wish List,,Sentricon In Ground (IG) Always Active Refill Termiticide Rods contain an insect growth regulator for the control of subterranean termites. It is for use in Sentricon in-ground stations that are insta...,success
https://globepestsolutions.com.au/sentricon-always-active-ready-to-install-rti-stations-carton-of-28,Sentricon Always Active Ready to Install (RTI) Stations - Carton of 28,,,,Availability:In stockAdd to Wish List,,A carton of Sentricon Always Active Ready-To-Install (RTI) Stations contains 28 units of Sentricon In-Ground Stations pre-assembled with Sentricon Always Active IG Termiticide Rods.Sentricon IG Termit...,success
https://globepestsolutions.com.au/protecta-evo-tunnel-rodent-bait-station,Protecta Evo Tunnel Rodent Bait Station,,,,Availability:In stockAdd to Wish List,,"The new PROTECTA® EVO® TUNNEL™ is an economical and versatile way to protect traps. PROTECTA EVO TUNNEL can be used indoors or outdoors, and can be secured to fences or pipes via cable ties in both th...",success
https://globepestsolutions.com.au/avishock-small-energiser,Avishock Small Energiser,,,,Availability:In stockAdd to Wish List,,Avishock Small Energiser powers up to approximately 2km of track/lead wire.Easily installed by plugging directly into a power socketDetachable lead with transformer plugSends a pulse of electricity do...,success
https://globepestsolutions.com.au/avishock-lead-wire-black,Avishock Lead Wire - Black,,,,Availability:In stockAdd to Wish List,,"Avishock Lead Wire - Black is 20m of heavy insulated, twisted copper used for connecting track to track and track to energiser.Key features and benefits of Avishock Lead WiresSupplied in 20m reelsHeav...",success
https://globepestsolutions.com.au/avishock-straight-connector-pk20,Avishock Straight Connector (Pk20),,,,Availability:In stockAdd to Wish List,,Avishock Straight Connectors are used to join straight runs of Avishock track. Each pack contains 20 connectors.Key features and benefits of the Avishock Straight ConnectorThe unique design of the con...,success
https://globepestsolutions.com.au/avishock-corner-connector-pk20,Avishock Corner Connector (Pk20),,,,Availability:In stockAdd to Wish List,,Used at corners to join Avishock tracks. Each pack contains 20 connectors.Key features and benefits of Avishock Corner ConnectorThe unique design of the connectors means that they can be fitted in jus...,success
https://globepestsolutions.com.au/emergency-spill-kit,Emergency Spill Kit,,,,Availability:In stockAdd to Wish List,,"The Emergency Spill Response Kit is a must-have addition to every pest controller's toolkit. Designed for quick response and peace of mind, this kit is your first line of defence against fuel, water-b...",success
https://globepestsolutions.com.au/a-frame-safety-sign-warning-approved-pesticide-in-use,A-Frame Safety Sign - Warning: Approved Pesticide in Use,,,,Availability:In stockAdd to Wish List,,"Enhance workplace safety with a high-visibility yellow A-Frame Safety sign. This durable and weather-resistant sign contains the message ""Warning: Approved Pesticide in Use. No Authorised Entry"" to en...",success
https://globepestsolutions.com.au/gunjet-30-spray-gun,Gunjet 30 Spray Gun,,,,Availability:In stockAdd to Wish List,,The Gunjet 30 Spray Gun has a maximum operating pressure of 1500 PSI and is ideal for all types of spraying. It is durable and designed for excellent corrosion resistance.The Gunjet 30 Spray Gun is ma...,success
https://globepestsolutions.com.au/gunjet-31-brass-spray-gun,Gunjet 31 Brass Spray Gun,,,,Availability:In stockAdd to Wish List,,The Gunjet 31 Brass Spray Gun operates with pressure up to 500 PSI and flow rates up to 19L/min. It has a 1/4 NPS (M) inlet connection for spray tips.This spray gun is made with a forged brass body an...,success
https://globepestsolutions.com.au/gunjet-43-brass-spray-gun,Gunjet 43 Brass Spray Gun,,,,Availability:In stockAdd to Wish List,,"The GunJet 43 Spray Gun is a pistol-style, multi purpose hand gun designed and built for heavy duty use.It features a stainless steel stem and spring, brass and Teflon valve, and has a maximum pressur...",success
https://globepestsolutions.com.au/trapper-t-rex-rat-trap,Trapper T-Rex Rat Trap,,,,Availability:In stockAdd to Wish List,,"Trapper T-Rex Rat Trap is a mechanical trap with interlocking teeth making escapes virtually impossible. Includes removable bait cup for convenience. With its ferocious grip, Trapper T-Rex Rat Trap gi...",success
https://globepestsolutions.com.au/trapper-mini-rex-mouse-trap,Trapper Mini-Rex Mouse Trap,,,,Availability:In stockAdd to Wish List,,The Trapper Mini-Rex Mouse Trap is a mechanical trap with interlocking teeth making escapes virtually impossible Includes removable bait cup for convenience.Key features and benefits of Trapper Mini-R...,success
https://globepestsolutions.com.au/slab-and-soil-injector-body-with-bent-top,Slab and Soil Injector Body with Bent Top,,,,Availability:In stockAdd to Wish List,,The Slab and Soil Injector Body is a stainless steel frame only and features a bent top. It is designed for use with a range of slab and soil injection extensions. No tips are included.The Slab and So...,success
https://globepestsolutions.com.au/halo-30-glueboard-fly-trap,Halo 30 Glueboard Fly Trap,,,,Availability:In stockAdd to Wish List,,"Halo 30 is a very versatile glueboard fly trap suitable for use across a range of commercial applications.All Halo insect units feature a light reflecting swing down front guard, simple glueboard repl...",success
https://globepestsolutions.com.au/halo-45-glueboard-fly-trap,Halo 45 Glueboard Fly Trap,,,,Availability:In stockAdd to Wish List,,"With a contemporary, discreet aesthetic and commercial efficacy, the second generation Halo 45 is the most versatile glueboard fly trap available for use across a range of commercial applications.Halo...",success
https://globepestsolutions.com.au/luralite-cento-glue-board-unit,Luralite Cento Glue Board Unit,,,,Availability:In stockAdd to Wish List,,"Developed as a highly effective but discreet solution for insect control, the Luralite Cento Glueboard Unit is ideal for use in restaurants, bars, cafes and other front of house applications.Key featu...",success
https://globepestsolutions.com.au/bobson-metered-aerosol-dispenser-ad-270m,Bobson Metered Aerosol Dispenser AD-270M,,,,Availability:In stockAdd to Wish List,,The Bobson Metered Aerosol Dispenser AD-270M is a fully programmable metered spray unit designed to be installed in enclosed areas to release bursts of pyrethrum spray at regular intervals to assist i...,success
